instant_utc,debit_m3s
2026-08-17T13:10:00Z,0.056
2026-08-17T13:20:00Z,0.047
2026-08-17T13:30:00Z,0.06
2026-08-17T13:40:00Z,0.059
2026-08-17T13:50:00Z,0.059
2026-08-17T14:00:00Z,0.057
2026-08-17T14:10:00Z,0.063
2026-08-17T14:20:00Z,0.054
2026-08-17T14:30:00Z,0.057
2026-08-17T14:40:00Z,0.046
2026-08-17T14:50:00Z,0.063
2026-08-17T15:00:00Z,0.057
2026-08-17T15:10:00Z,0.06
2026-08-17T15:20:00Z,0.057
2026-08-17T15:30:00Z,0.057
2026-08-17T15:40:00Z,0.059
2026-08-17T15:50:00Z,0.054
2026-08-17T16:00:00Z,0.055
2026-08-17T16:10:00Z,0.055
2026-08-17T16:20:00Z,0.058
2026-08-17T16:30:00Z,0.054
2026-08-17T16:40:00Z,0.063
2026-08-17T16:50:00Z,0.058
2026-08-17T17:00:00Z,0.057
2026-08-17T17:10:00Z,0.052
2026-08-17T17:20:00Z,0.055
2026-08-17T17:30:00Z,0.057
2026-08-17T17:40:00Z,0.055
2026-08-17T17:50:00Z,0.057
2026-08-17T18:00:00Z,0.055
2026-08-17T18:10:00Z,0.059
2026-08-17T18:20:00Z,0.059
2026-08-17T18:30:00Z,0.055
2026-08-17T18:40:00Z,0.059
2026-08-17T18:50:00Z,0.055
2026-08-17T19:00:00Z,0.055
2026-08-17T19:10:00Z,0.055
2026-08-17T19:20:00Z,0.059
2026-08-17T19:30:00Z,0.052
2026-08-17T19:40:00Z,0.052
2026-08-17T19:50:00Z,0.057
2026-08-17T20:00:00Z,0.05
2026-08-17T20:10:00Z,0.055
2026-08-17T20:20:00Z,0.052
2026-08-17T20:30:00Z,0.057
2026-08-17T20:40:00Z,0.055
2026-08-17T20:50:00Z,0.053
2026-08-17T21:00:00Z,0.057
2026-08-17T21:10:00Z,0.055
2026-08-17T21:20:00Z,0.055
2026-08-17T21:30:00Z,0.055
2026-08-17T21:40:00Z,0.053
2026-08-17T21:50:00Z,0.053
2026-08-17T22:00:00Z,0.055
2026-08-17T22:10:00Z,0.052
2026-08-17T22:20:00Z,0.053
2026-08-17T22:30:00Z,0.052
2026-08-17T22:40:00Z,0.055
2026-08-17T22:50:00Z,0.052
2026-08-17T23:00:00Z,0.053
2026-08-17T23:10:00Z,0.053
2026-08-17T23:20:00Z,0.055
2026-08-17T23:30:00Z,0.055
2026-08-17T23:40:00Z,0.055
2026-08-17T23:50:00Z,0.056
2026-08-18T00:00:00Z,0.055
2026-08-18T00:10:00Z,0.054
2026-08-18T00:20:00Z,0.052
2026-08-18T00:30:00Z,0.054
2026-08-18T00:40:00Z,0.057
2026-08-18T00:50:00Z,0.056
2026-08-18T01:00:00Z,0.056
2026-08-18T01:10:00Z,0.054
2026-08-18T01:20:00Z,0.054
2026-08-18T01:30:00Z,0.054
2026-08-18T01:40:00Z,0.054
2026-08-18T01:50:00Z,0.054
2026-08-18T02:00:00Z,0.054
2026-08-18T02:10:00Z,0.052
2026-08-18T02:20:00Z,0.052
2026-08-18T02:30:00Z,0.054
2026-08-18T02:40:00Z,0.054
2026-08-18T02:50:00Z,0.052
2026-08-18T03:00:00Z,0.054
2026-08-18T03:10:00Z,0.054
2026-08-18T03:20:00Z,0.056
2026-08-18T03:30:00Z,0.052
2026-08-18T03:40:00Z,0.054
2026-08-18T03:50:00Z,0.051
2026-08-18T04:00:00Z,0.054
2026-08-18T04:10:00Z,0.052
2026-08-18T04:20:00Z,0.051
2026-08-18T04:30:00Z,0.054
2026-08-18T04:40:00Z,0.054
2026-08-18T04:50:00Z,0.054
2026-08-18T05:00:00Z,0.052
2026-08-18T05:10:00Z,0.054
2026-08-18T05:20:00Z,0.054
2026-08-18T05:30:00Z,0.054
2026-08-18T05:40:00Z,0.054
2026-08-18T05:50:00Z,0.054
2026-08-18T06:00:00Z,0.054
2026-08-18T06:10:00Z,0.054
2026-08-18T06:20:00Z,0.054
2026-08-18T06:30:00Z,0.054
2026-08-18T06:40:00Z,0.051
2026-08-18T06:50:00Z,0.051
2026-08-18T07:00:00Z,0.054
2026-08-18T07:10:00Z,0.054
2026-08-18T07:20:00Z,0.055
2026-08-18T07:30:00Z,0.055
2026-08-18T07:40:00Z,0.059
2026-08-18T07:50:00Z,0.055
2026-08-18T08:00:00Z,0.054
2026-08-18T08:10:00Z,0.056
2026-08-18T08:20:00Z,0.056
2026-08-18T08:30:00Z,0.056
2026-08-18T08:40:00Z,0.056
2026-08-18T08:50:00Z,0.058
2026-08-18T09:00:00Z,0.056
2026-08-18T09:10:00Z,0.056
2026-08-18T09:20:00Z,0.055
2026-08-18T09:30:00Z,0.056
2026-08-18T09:40:00Z,0.055
2026-08-18T09:50:00Z,0.054
2026-08-18T10:00:00Z,0.055
2026-08-18T10:10:00Z,0.055
2026-08-18T10:20:00Z,0.057
2026-08-18T10:30:00Z,0.055
2026-08-18T10:40:00Z,0.054
2026-08-18T10:50:00Z,0.054
2026-08-18T11:00:00Z,0.054
2026-08-18T11:10:00Z,0.058
2026-08-18T11:20:00Z,0.055
2026-08-18T11:30:00Z,0.055
2026-08-18T11:40:00Z,0.052
2026-08-18T11:50:00Z,0.055
2026-08-18T12:00:00Z,0.055
2026-08-18T12:10:00Z,0.057
2026-08-18T12:20:00Z,0.059
2026-08-18T12:30:00Z,0.056
2026-08-18T12:40:00Z,0.058
2026-08-18T12:50:00Z,0.058
2026-08-18T13:00:00Z,0.059
2026-08-18T13:10:00Z,0.056
2026-08-18T13:20:00Z,0.054
2026-08-18T13:30:00Z,0.058
2026-08-18T13:40:00Z,0.057
2026-08-18T13:50:00Z,0.057
2026-08-18T14:00:00Z,0.053
2026-08-18T14:10:00Z,0.057
2026-08-18T14:20:00Z,0.059
2026-08-18T14:30:00Z,0.059
2026-08-18T14:40:00Z,0.057
2026-08-18T14:50:00Z,0.06
2026-08-18T15:00:00Z,0.047
2026-08-18T15:10:00Z,0.059
2026-08-18T15:20:00Z,0.054
2026-08-18T15:30:00Z,0.052
2026-08-18T15:40:00Z,0.057
2026-08-18T15:50:00Z,0.052
2026-08-18T16:00:00Z,0.057
2026-08-18T16:10:00Z,0.058
2026-08-18T16:20:00Z,0.05
2026-08-18T16:30:00Z,0.058
2026-08-18T16:40:00Z,0.056
2026-08-18T16:50:00Z,0.059
2026-08-18T17:00:00Z,0.059
2026-08-18T17:10:00Z,0.056
2026-08-18T17:20:00Z,0.052
2026-08-18T17:30:00Z,0.051
2026-08-18T17:40:00Z,0.047
2026-08-18T18:00:00Z,0.047
2026-08-21T17:30:00Z,0.047
2026-08-23T16:00:00Z,0.047
2026-08-23T16:10:00Z,0.049
2026-08-23T16:20:00Z,0.047
2026-08-23T16:30:00Z,0.047
2026-08-23T16:50:00Z,0.049
2026-08-23T17:00:00Z,0.047
2026-08-23T17:30:00Z,0.047
2026-08-23T17:40:00Z,0.048
2026-08-23T18:00:00Z,0.047
2026-08-23T18:10:00Z,0.048
2026-08-23T18:20:00Z,0.047
2026-08-23T18:30:00Z,0.048
2026-08-23T18:40:00Z,0.047
2026-08-23T18:50:00Z,0.046
2026-08-23T19:10:00Z,0.046
2026-08-23T19:20:00Z,0.049
2026-08-23T19:30:00Z,0.046
2026-08-23T19:40:00Z,0.046
2026-08-23T20:00:00Z,0.046
2026-08-23T20:10:00Z,0.047
2026-08-23T20:20:00Z,0.047
2026-08-23T20:30:00Z,0.048
2026-08-23T20:40:00Z,0.049
2026-08-23T20:50:00Z,0.049
2026-08-23T21:00:00Z,0.049
2026-08-23T21:10:00Z,0.049
2026-08-23T21:20:00Z,0.05
2026-08-23T21:30:00Z,0.049
2026-08-23T21:40:00Z,0.049
2026-08-23T21:50:00Z,0.05
2026-08-23T22:00:00Z,0.05
2026-08-23T22:10:00Z,0.049
2026-08-23T22:20:00Z,0.049
2026-08-23T22:30:00Z,0.049
2026-08-23T22:40:00Z,0.052
2026-08-23T22:50:00Z,0.05
2026-08-23T23:00:00Z,0.052
2026-08-23T23:10:00Z,0.05
2026-08-23T23:20:00Z,0.052
2026-08-23T23:30:00Z,0.052
2026-08-23T23:40:00Z,0.049
2026-08-23T23:50:00Z,0.052
2026-08-24T00:00:00Z,0.049
2026-08-24T00:10:00Z,0.052
2026-08-24T00:20:00Z,0.051
2026-08-24T00:30:00Z,0.049
2026-08-24T00:40:00Z,0.047
2026-08-24T00:50:00Z,0.051
2026-08-24T01:00:00Z,0.053
2026-08-24T01:10:00Z,0.051
2026-08-24T01:20:00Z,0.049
2026-08-24T01:30:00Z,0.049
2026-08-24T01:40:00Z,0.047
2026-08-24T01:50:00Z,0.05
2026-08-24T02:00:00Z,0.048
2026-08-24T02:10:00Z,0.048
2026-08-24T02:20:00Z,0.051
2026-08-24T02:30:00Z,0.048
2026-08-24T02:40:00Z,0.05
2026-08-24T02:50:00Z,0.05
2026-08-24T03:00:00Z,0.051
2026-08-24T03:10:00Z,0.05
2026-08-24T03:20:00Z,0.052
2026-08-24T03:30:00Z,0.052
2026-08-24T03:40:00Z,0.051
2026-08-24T03:50:00Z,0.054
2026-08-24T04:00:00Z,0.054
2026-08-24T04:10:00Z,0.051
2026-08-24T04:20:00Z,0.054
2026-08-24T04:30:00Z,0.054
2026-08-24T04:40:00Z,0.051
2026-08-24T04:50:00Z,0.056
2026-08-24T05:00:00Z,0.06
2026-08-24T05:10:00Z,0.059
2026-08-24T05:20:00Z,0.06
2026-08-24T05:30:00Z,0.064
2026-08-24T05:40:00Z,0.064
2026-08-24T05:50:00Z,0.065
2026-08-24T06:00:00Z,0.065
2026-08-24T06:10:00Z,0.067
2026-08-24T06:20:00Z,0.067
2026-08-24T06:30:00Z,0.066
2026-08-24T06:40:00Z,0.07
2026-08-24T06:50:00Z,0.07
2026-08-24T07:00:00Z,0.07
2026-08-24T07:10:00Z,0.071
2026-08-24T07:20:00Z,0.071
2026-08-24T07:30:00Z,0.071
2026-08-24T07:40:00Z,0.071
2026-08-24T07:50:00Z,0.066
2026-08-24T08:00:00Z,0.065
2026-08-24T08:10:00Z,0.062
2026-08-24T08:20:00Z,0.057
2026-08-24T08:30:00Z,0.054
2026-08-24T08:40:00Z,0.056
2026-08-24T08:50:00Z,0.052
2026-08-24T09:00:00Z,0.052
2026-08-24T09:10:00Z,0.049
2026-08-24T09:20:00Z,0.052
2026-08-24T09:30:00Z,0.049
2026-08-24T09:40:00Z,0.051
2026-08-24T09:50:00Z,0.049
2026-08-24T10:00:00Z,0.047
2026-08-24T10:10:00Z,0.047
2026-08-24T10:20:00Z,0.049
2026-08-24T10:30:00Z,0.049
2026-08-24T10:40:00Z,0.049
2026-08-24T10:50:00Z,0.049
2026-08-24T11:00:00Z,0.049
2026-08-24T11:10:00Z,0.047
2026-08-24T11:20:00Z,0.047
2026-08-24T11:30:00Z,0.049
2026-08-24T11:40:00Z,0.049
2026-08-24T11:50:00Z,0.049
2026-08-24T12:00:00Z,0.049
2026-08-24T12:10:00Z,0.047
2026-08-24T12:20:00Z,0.047
2026-08-24T12:30:00Z,0.049
2026-08-24T12:40:00Z,0.049
2026-08-24T12:50:00Z,0.049
2026-08-24T13:00:00Z,0.047
2026-08-24T13:10:00Z,0.049
2026-08-24T13:20:00Z,0.053
2026-08-24T13:30:00Z,0.052
2026-08-24T13:40:00Z,0.052
2026-08-24T13:50:00Z,0.054
2026-08-24T14:00:00Z,0.054
2026-08-24T14:10:00Z,0.051
2026-08-24T14:20:00Z,0.052
2026-08-24T14:30:00Z,0.051
2026-08-24T14:40:00Z,0.051
2026-08-24T14:50:00Z,0.049
2026-08-24T15:00:00Z,0.048
2026-08-24T15:10:00Z,0.048
2026-08-24T15:20:00Z,0.047
2026-08-24T20:20:00Z,0.046
2026-08-24T20:40:00Z,0.046
2026-08-24T21:10:00Z,0.047
2026-08-24T21:20:00Z,0.046
2026-08-24T21:30:00Z,0.046
2026-08-24T21:50:00Z,0.046
2026-08-26T07:30:00Z,0.046
2026-08-26T09:00:00Z,0.047
2026-08-26T09:10:00Z,0.047
2026-08-26T09:30:00Z,0.047
2026-08-26T10:30:00Z,0.047
2026-08-26T10:40:00Z,0.047
2026-08-26T10:50:00Z,0.048
2026-08-26T11:00:00Z,0.047
2026-08-26T11:20:00Z,0.046
2026-08-26T11:30:00Z,0.046
2026-08-26T11:40:00Z,0.046
2026-08-26T11:50:00Z,0.047
2026-08-26T12:00:00Z,0.047
2026-08-26T12:10:00Z,0.047
2026-08-26T12:20:00Z,0.047
2026-08-26T12:30:00Z,0.047
2026-08-26T12:50:00Z,0.047
2026-08-26T13:00:00Z,0.047
2026-08-26T13:10:00Z,0.047
2026-08-26T13:30:00Z,0.047
2026-08-26T13:40:00Z,0.047
2026-08-26T14:00:00Z,0.046
2026-08-26T14:10:00Z,0.047
2026-08-26T14:20:00Z,0.047
2026-08-26T14:30:00Z,0.047
2026-08-26T14:50:00Z,0.047
2026-08-26T15:20:00Z,0.049
2026-08-26T15:30:00Z,0.047
2026-08-26T16:10:00Z,0.047
2026-08-26T16:20:00Z,0.047
2026-08-26T16:30:00Z,0.047
2026-08-26T16:40:00Z,0.047
2026-08-26T16:50:00Z,0.047
2026-08-26T17:00:00Z,0.047
2026-08-26T17:10:00Z,0.047
2026-08-26T17:20:00Z,0.048
2026-08-26T17:30:00Z,0.048
2026-08-26T18:00:00Z,0.046
2026-08-26T18:10:00Z,0.047
2026-08-26T18:20:00Z,0.051
2026-08-26T18:30:00Z,0.054
2026-08-26T18:40:00Z,0.05
2026-08-26T18:50:00Z,0.051
2026-08-26T19:00:00Z,0.048
2026-08-26T19:10:00Z,0.048
2026-08-26T19:20:00Z,0.05
2026-08-26T19:30:00Z,0.047
2026-08-26T19:40:00Z,0.047
2026-08-26T19:50:00Z,0.047
2026-08-26T20:00:00Z,0.047
2026-08-26T20:10:00Z,0.046
2026-08-26T20:20:00Z,0.046
2026-08-26T20:30:00Z,0.048
2026-08-26T20:40:00Z,0.046
2026-08-26T21:00:00Z,0.051
2026-08-26T21:10:00Z,0.046
2026-08-26T21:20:00Z,0.046
2026-08-26T21:40:00Z,0.046
2026-08-26T21:50:00Z,0.046
2026-08-26T22:00:00Z,0.047
2026-08-26T22:10:00Z,0.051
2026-08-26T22:20:00Z,0.054
2026-08-26T22:30:00Z,0.059
2026-08-26T22:40:00Z,0.065
2026-08-26T22:50:00Z,0.067
2026-08-26T23:00:00Z,0.07
2026-08-26T23:10:00Z,0.073
2026-08-26T23:20:00Z,0.076
2026-08-26T23:30:00Z,0.077
2026-08-26T23:40:00Z,0.083
2026-08-26T23:50:00Z,0.083
2026-08-27T00:00:00Z,0.083
2026-08-27T00:10:00Z,0.082
2026-08-27T00:20:00Z,0.083
2026-08-27T00:30:00Z,0.083
2026-08-27T00:40:00Z,0.083
2026-08-27T00:50:00Z,0.083
2026-08-27T01:00:00Z,0.083
2026-08-27T01:10:00Z,0.083
2026-08-27T01:20:00Z,0.078
2026-08-27T01:30:00Z,0.078
2026-08-27T01:40:00Z,0.081
2026-08-27T01:50:00Z,0.081
2026-08-27T02:00:00Z,0.078
2026-08-27T02:10:00Z,0.078
2026-08-27T02:20:00Z,0.078
2026-08-27T02:30:00Z,0.078
2026-08-27T02:40:00Z,0.078
2026-08-27T02:50:00Z,0.078
2026-08-27T03:00:00Z,0.078
2026-08-27T03:10:00Z,0.076
2026-08-27T03:20:00Z,0.078
2026-08-27T03:30:00Z,0.077
2026-08-27T03:40:00Z,0.077
2026-08-27T03:50:00Z,0.078
2026-08-27T04:00:00Z,0.077
2026-08-27T04:10:00Z,0.078
2026-08-27T04:20:00Z,0.078
2026-08-27T04:30:00Z,0.078
2026-08-27T04:40:00Z,0.077
2026-08-27T04:50:00Z,0.078
2026-08-27T05:00:00Z,0.074
2026-08-27T05:10:00Z,0.078
2026-08-27T05:20:00Z,0.077
2026-08-27T05:30:00Z,0.077
2026-08-27T05:40:00Z,0.074
2026-08-27T05:50:00Z,0.077
2026-08-27T06:00:00Z,0.076
2026-08-27T06:10:00Z,0.077
2026-08-27T06:20:00Z,0.076
2026-08-27T06:30:00Z,0.074
2026-08-27T06:40:00Z,0.074
2026-08-27T06:50:00Z,0.073
2026-08-27T07:00:00Z,0.073
2026-08-27T07:10:00Z,0.073
2026-08-27T07:20:00Z,0.071
2026-08-27T07:30:00Z,0.07
2026-08-27T07:40:00Z,0.071
2026-08-27T07:50:00Z,0.071
2026-08-27T08:00:00Z,0.07
2026-08-27T08:10:00Z,0.068
2026-08-27T08:20:00Z,0.068
2026-08-27T08:30:00Z,0.067
2026-08-27T08:40:00Z,0.07
2026-08-27T08:50:00Z,0.071
2026-08-27T09:00:00Z,0.066
2026-08-27T09:10:00Z,0.071
2026-08-27T09:20:00Z,0.066
2026-08-27T09:30:00Z,0.068
2026-08-27T09:40:00Z,0.066
2026-08-27T09:50:00Z,0.071
2026-08-27T10:00:00Z,0.066
2026-08-27T10:10:00Z,0.066
2026-08-27T10:20:00Z,0.071
2026-08-27T10:30:00Z,0.065
2026-08-27T10:40:00Z,0.066
2026-08-27T10:50:00Z,0.065
2026-08-27T11:00:00Z,0.065
2026-08-27T11:10:00Z,0.065
2026-08-27T11:20:00Z,0.064
2026-08-27T11:30:00Z,0.065
2026-08-27T11:40:00Z,0.065
2026-08-27T11:50:00Z,0.068
2026-08-27T12:00:00Z,0.063
2026-08-27T12:10:00Z,0.063
2026-08-27T12:20:00Z,0.063
2026-08-27T12:30:00Z,0.063
2026-08-27T12:40:00Z,0.063
2026-08-27T12:50:00Z,0.065
2026-08-27T13:00:00Z,0.063
2026-08-27T13:10:00Z,0.063
2026-08-27T13:20:00Z,0.063
2026-08-27T13:30:00Z,0.065
2026-08-27T13:40:00Z,0.066
2026-08-27T13:50:00Z,0.065
2026-08-27T14:00:00Z,0.066
2026-08-27T14:10:00Z,0.066
2026-08-27T14:20:00Z,0.062
2026-08-27T14:30:00Z,0.066
2026-08-27T14:40:00Z,0.066
2026-08-27T14:50:00Z,0.066
2026-08-27T15:00:00Z,0.066
2026-08-27T15:10:00Z,0.066
2026-08-27T15:20:00Z,0.066
2026-08-27T15:30:00Z,0.066
2026-08-27T15:40:00Z,0.065
2026-08-27T15:50:00Z,0.065
2026-08-27T16:00:00Z,0.065
2026-08-27T16:10:00Z,0.065
2026-08-27T16:20:00Z,0.065
2026-08-27T16:30:00Z,0.067
2026-08-27T16:40:00Z,0.064
2026-08-27T16:50:00Z,0.068
2026-08-27T17:00:00Z,0.064
2026-08-27T17:10:00Z,0.068
2026-08-27T17:20:00Z,0.065
2026-08-27T17:30:00Z,0.065
2026-08-27T17:40:00Z,0.065
2026-08-27T17:50:00Z,0.063
2026-08-27T18:00:00Z,0.065
2026-08-27T18:10:00Z,0.064
2026-08-27T18:20:00Z,0.067
2026-08-27T18:30:00Z,0.065
2026-08-27T18:40:00Z,0.065
2026-08-27T18:50:00Z,0.065
2026-08-27T19:00:00Z,0.065
2026-08-27T19:10:00Z,0.065
2026-08-27T19:20:00Z,0.067
2026-08-27T19:30:00Z,0.066
2026-08-27T19:40:00Z,0.065
2026-08-27T19:50:00Z,0.065
2026-08-27T20:00:00Z,0.065
2026-08-27T20:10:00Z,0.068
2026-08-27T20:20:00Z,0.065
2026-08-27T20:30:00Z,0.068
2026-08-27T20:40:00Z,0.067
2026-08-27T20:50:00Z,0.066
2026-08-27T21:00:00Z,0.068
2026-08-27T21:10:00Z,0.068
2026-08-27T21:20:00Z,0.066
2026-08-27T21:30:00Z,0.068
2026-08-27T21:40:00Z,0.066
2026-08-27T21:50:00Z,0.065
2026-08-27T22:00:00Z,0.066
2026-08-27T22:10:00Z,0.066
2026-08-27T22:20:00Z,0.066
2026-08-27T22:30:00Z,0.068
2026-08-27T22:40:00Z,0.065
2026-08-27T22:50:00Z,0.066
2026-08-27T23:00:00Z,0.065
2026-08-27T23:10:00Z,0.068
2026-08-27T23:20:00Z,0.068
2026-08-27T23:30:00Z,0.066
2026-08-27T23:40:00Z,0.068
2026-08-27T23:50:00Z,0.068
2026-08-28T00:00:00Z,0.068
2026-08-28T00:10:00Z,0.068
2026-08-28T00:20:00Z,0.068
2026-08-28T00:30:00Z,0.068
2026-08-28T00:40:00Z,0.068
2026-08-28T00:50:00Z,0.068
2026-08-28T01:00:00Z,0.068
2026-08-28T01:10:00Z,0.068
2026-08-28T01:20:00Z,0.071
2026-08-28T01:30:00Z,0.068
2026-08-28T01:40:00Z,0.068
2026-08-28T01:50:00Z,0.068
2026-08-28T02:00:00Z,0.066
2026-08-28T02:10:00Z,0.066
2026-08-28T02:20:00Z,0.068
2026-08-28T02:30:00Z,0.068
2026-08-28T02:40:00Z,0.068
2026-08-28T02:50:00Z,0.068
2026-08-28T03:00:00Z,0.068
2026-08-28T03:10:00Z,0.068
2026-08-28T03:20:00Z,0.066
2026-08-28T03:30:00Z,0.066
2026-08-28T03:40:00Z,0.068
2026-08-28T03:50:00Z,0.068
2026-08-28T04:00:00Z,0.068
2026-08-28T04:10:00Z,0.068
2026-08-28T04:20:00Z,0.068
2026-08-28T04:30:00Z,0.071
2026-08-28T04:40:00Z,0.068
2026-08-28T04:50:00Z,0.071
2026-08-28T05:00:00Z,0.071
2026-08-28T05:10:00Z,0.068
2026-08-28T05:20:00Z,0.068
2026-08-28T05:30:00Z,0.067
2026-08-28T05:40:00Z,0.068
2026-08-28T05:50:00Z,0.072
2026-08-28T06:00:00Z,0.068
2026-08-28T06:10:00Z,0.072
2026-08-28T06:20:00Z,0.074
2026-08-28T06:30:00Z,0.071
2026-08-28T06:40:00Z,0.072
2026-08-28T06:50:00Z,0.072
2026-08-28T07:00:00Z,0.071
2026-08-28T07:10:00Z,0.071
2026-08-28T07:20:00Z,0.073
2026-08-28T07:30:00Z,0.071
2026-08-28T07:40:00Z,0.063
2026-08-28T07:50:00Z,0.067
2026-08-28T08:00:00Z,0.055
2026-08-28T08:10:00Z,0.064
2026-08-28T08:20:00Z,0.071
2026-08-28T08:30:00Z,0.07
2026-08-28T08:40:00Z,0.07
2026-08-28T08:50:00Z,0.073
2026-08-28T09:00:00Z,0.073
2026-08-28T09:10:00Z,0.07
2026-08-28T09:20:00Z,0.071
2026-08-28T09:30:00Z,0.072
2026-08-28T09:40:00Z,0.077
2026-08-28T09:50:00Z,0.077
2026-08-28T10:00:00Z,0.065
2026-08-28T10:10:00Z,0.076
2026-08-28T10:20:00Z,0.074
2026-08-28T10:30:00Z,0.07
2026-08-28T10:40:00Z,0.076
2026-08-28T10:50:00Z,0.081
2026-08-28T11:00:00Z,0.074
2026-08-28T11:10:00Z,0.077
2026-08-28T11:20:00Z,0.077
2026-08-28T11:30:00Z,0.077
2026-08-28T11:40:00Z,0.077
2026-08-28T11:50:00Z,0.081
2026-08-28T12:00:00Z,0.082
2026-08-28T12:10:00Z,0.085
2026-08-28T12:20:00Z,0.082
2026-08-28T12:30:00Z,0.082
2026-08-28T12:40:00Z,0.082
2026-08-28T12:50:00Z,0.081
2026-08-28T13:00:00Z,0.081
2026-08-28T13:10:00Z,0.07
2026-08-28T13:20:00Z,0.072
2026-08-28T13:30:00Z,0.066
2026-08-28T13:40:00Z,0.081
2026-08-28T13:50:00Z,0.081
2026-08-28T14:00:00Z,0.077
2026-08-28T14:10:00Z,0.082
2026-08-28T14:20:00Z,0.085
2026-08-28T14:30:00Z,0.085
2026-08-28T14:40:00Z,0.085
2026-08-28T14:50:00Z,0.085
2026-08-28T15:00:00Z,0.085
2026-08-28T15:10:00Z,0.09
2026-08-28T15:20:00Z,0.083
2026-08-28T15:30:00Z,0.092
2026-08-28T15:40:00Z,0.083
2026-08-28T15:50:00Z,0.087
2026-08-28T16:00:00Z,0.087
2026-08-28T16:10:00Z,0.087
2026-08-28T16:20:00Z,0.092
2026-08-28T16:30:00Z,0.08
2026-08-28T16:40:00Z,0.09
2026-08-28T16:50:00Z,0.09
2026-08-28T17:00:00Z,0.08
2026-08-28T17:10:00Z,0.087
2026-08-28T17:20:00Z,0.093
2026-08-28T17:30:00Z,0.085
2026-08-28T17:40:00Z,0.08
2026-08-28T17:50:00Z,0.083
2026-08-28T18:00:00Z,0.076
2026-08-28T18:10:00Z,0.083
2026-08-28T18:20:00Z,0.087
2026-08-28T18:30:00Z,0.081
2026-08-28T18:40:00Z,0.078
2026-08-28T18:50:00Z,0.083
2026-08-28T19:00:00Z,0.083
2026-08-28T19:10:00Z,0.083
2026-08-28T19:20:00Z,0.083
2026-08-28T19:30:00Z,0.083
2026-08-28T19:40:00Z,0.083
2026-08-28T19:50:00Z,0.078
2026-08-28T20:00:00Z,0.08
2026-08-28T20:10:00Z,0.083
2026-08-28T20:20:00Z,0.08
2026-08-28T20:30:00Z,0.078
2026-08-28T20:40:00Z,0.08
2026-08-28T20:50:00Z,0.078
2026-08-28T21:00:00Z,0.08
2026-08-28T21:10:00Z,0.078
2026-08-28T21:20:00Z,0.078
2026-08-28T21:30:00Z,0.078
2026-08-28T21:40:00Z,0.077
2026-08-28T21:50:00Z,0.077
2026-08-28T22:00:00Z,0.077
2026-08-28T22:10:00Z,0.077
2026-08-28T22:20:00Z,0.08
2026-08-28T22:30:00Z,0.074
2026-08-28T22:40:00Z,0.077
2026-08-28T22:50:00Z,0.074
2026-08-28T23:00:00Z,0.074
2026-08-28T23:10:00Z,0.077
2026-08-28T23:20:00Z,0.078
2026-08-28T23:30:00Z,0.076
2026-08-28T23:40:00Z,0.074
2026-08-28T23:50:00Z,0.076
2026-08-29T00:00:00Z,0.077
2026-08-29T00:10:00Z,0.074
2026-08-29T00:20:00Z,0.073
2026-08-29T00:30:00Z,0.077
2026-08-29T00:40:00Z,0.076
2026-08-29T00:50:00Z,0.077
2026-08-29T01:00:00Z,0.076
2026-08-29T01:10:00Z,0.073
2026-08-29T01:20:00Z,0.074
2026-08-29T01:30:00Z,0.073
2026-08-29T01:40:00Z,0.076
2026-08-29T01:50:00Z,0.076
2026-08-29T02:00:00Z,0.073
2026-08-29T02:10:00Z,0.076
2026-08-29T02:20:00Z,0.073
2026-08-29T02:30:00Z,0.076
2026-08-29T02:40:00Z,0.073
2026-08-29T02:50:00Z,0.073
2026-08-29T03:00:00Z,0.073
2026-08-29T03:10:00Z,0.074
2026-08-29T03:20:00Z,0.073
2026-08-29T03:30:00Z,0.073
2026-08-29T03:40:00Z,0.074
2026-08-29T03:50:00Z,0.077
2026-08-29T04:00:00Z,0.072
2026-08-29T04:10:00Z,0.074
2026-08-29T04:20:00Z,0.074
2026-08-29T04:30:00Z,0.074
2026-08-29T04:40:00Z,0.077
2026-08-29T04:50:00Z,0.078
2026-08-29T05:00:00Z,0.078
2026-08-29T05:10:00Z,0.078
2026-08-29T05:20:00Z,0.077
2026-08-29T05:30:00Z,0.081
2026-08-29T05:40:00Z,0.074
2026-08-29T05:50:00Z,0.077
2026-08-29T06:00:00Z,0.078
2026-08-29T06:10:00Z,0.078
2026-08-29T06:20:00Z,0.078
2026-08-29T06:30:00Z,0.077
2026-08-29T06:40:00Z,0.078
2026-08-29T06:50:00Z,0.078
2026-08-29T07:00:00Z,0.078
2026-08-29T07:10:00Z,0.081
2026-08-29T07:20:00Z,0.073
2026-08-29T07:30:00Z,0.078
2026-08-29T07:40:00Z,0.068
2026-08-29T07:50:00Z,0.076
2026-08-29T08:00:00Z,0.059
2026-08-29T08:10:00Z,0.076
2026-08-29T08:20:00Z,0.057
2026-08-29T08:30:00Z,0.073
2026-08-29T08:40:00Z,0.078
2026-08-29T08:50:00Z,0.076
2026-08-29T09:00:00Z,0.063
2026-08-29T09:10:00Z,0.071
2026-08-29T09:20:00Z,0.077
2026-08-29T09:30:00Z,0.073
2026-08-29T09:40:00Z,0.063
2026-08-29T09:50:00Z,0.068
2026-08-29T10:00:00Z,0.074
2026-08-29T10:10:00Z,0.071
