instant_utc,niveau_ngf
2026-06-08T09:00:00Z,43.8
2026-06-08T10:00:00Z,43.803
2026-06-08T11:00:00Z,43.801
2026-06-08T12:00:00Z,43.802
2026-06-08T13:00:00Z,43.801
2026-06-08T14:00:00Z,43.801
2026-06-08T15:00:00Z,43.805
2026-06-08T16:00:00Z,43.802
2026-06-08T17:00:00Z,43.801
2026-06-08T18:00:00Z,43.802
2026-06-08T19:00:00Z,43.803
2026-06-08T20:00:00Z,43.801
2026-06-08T21:00:00Z,43.799
2026-06-08T22:00:00Z,43.794
2026-06-08T23:00:00Z,43.793
2026-06-09T00:00:00Z,43.787
2026-06-09T01:00:00Z,43.786
2026-06-09T02:00:00Z,43.783
2026-06-09T03:00:00Z,43.778
2026-06-09T04:00:00Z,43.776
2026-06-09T05:00:00Z,43.773
2026-06-09T06:00:00Z,43.774
2026-06-09T07:00:00Z,43.771
2026-06-09T08:00:00Z,43.768
2026-06-09T09:00:00Z,43.766
2026-06-09T10:00:00Z,43.764
2026-06-09T11:00:00Z,43.762
2026-06-09T12:00:00Z,43.763
2026-06-09T13:00:00Z,43.762
2026-06-09T14:00:00Z,43.764
2026-06-09T15:00:00Z,43.764
2026-06-09T16:00:00Z,43.762
2026-06-09T17:00:00Z,43.766
2026-06-09T18:00:00Z,43.766
2026-06-09T19:00:00Z,43.765
2026-06-09T20:00:00Z,43.766
2026-06-09T21:00:00Z,43.766
2026-06-09T22:00:00Z,43.763
2026-06-09T23:00:00Z,43.762
2026-06-10T00:00:00Z,43.761
2026-06-10T01:00:00Z,43.759
2026-06-10T02:00:00Z,43.761
2026-06-10T03:00:00Z,43.76
2026-06-10T04:00:00Z,43.76
2026-06-10T05:00:00Z,43.762
2026-06-10T06:00:00Z,43.758
2026-06-10T07:00:00Z,43.756
2026-06-10T08:00:00Z,43.757
2026-06-10T09:00:00Z,43.753
2026-06-10T10:00:00Z,43.753
2026-06-10T11:00:00Z,43.75
2026-06-10T12:00:00Z,43.746
2026-06-10T13:00:00Z,43.746
2026-06-10T14:00:00Z,43.744
2026-06-10T15:00:00Z,43.744
2026-06-10T16:00:00Z,43.745
2026-06-10T17:00:00Z,43.745
2026-06-10T18:00:00Z,43.745
2026-06-10T19:00:00Z,43.742
2026-06-10T20:00:00Z,43.739
2026-06-10T21:00:00Z,43.735
2026-06-10T22:00:00Z,43.734
2026-06-10T23:00:00Z,43.729
2026-06-11T00:00:00Z,43.726
2026-06-11T01:00:00Z,43.724
2026-06-11T02:00:00Z,43.721
2026-06-11T03:00:00Z,43.722
2026-06-11T04:00:00Z,43.718
2026-06-11T05:00:00Z,43.718
2026-06-11T06:00:00Z,43.714
2026-06-11T07:00:00Z,43.713
2026-06-11T08:00:00Z,43.71
2026-06-11T09:00:00Z,43.707
2026-06-11T10:00:00Z,43.702
2026-06-11T11:00:00Z,43.701
2026-06-11T12:00:00Z,43.698
2026-06-11T13:00:00Z,43.698
2026-06-11T14:00:00Z,43.698
2026-06-11T15:00:00Z,43.696
2026-06-11T16:00:00Z,43.698
2026-06-11T17:00:00Z,43.694
2026-06-11T18:00:00Z,43.696
2026-06-11T19:00:00Z,43.697
2026-06-11T20:00:00Z,43.694
2026-06-11T21:00:00Z,43.694
2026-06-11T22:00:00Z,43.691
2026-06-11T23:00:00Z,43.687
2026-06-12T00:00:00Z,43.685
2026-06-12T01:00:00Z,43.685
2026-06-12T02:00:00Z,43.685
2026-06-12T03:00:00Z,43.682
2026-06-12T04:00:00Z,43.684
2026-06-12T05:00:00Z,43.681
2026-06-12T06:00:00Z,43.681
2026-06-12T07:00:00Z,43.679
2026-06-12T08:00:00Z,43.677
2026-06-12T09:00:00Z,43.677
2026-06-12T10:00:00Z,43.675
2026-06-12T11:00:00Z,43.671
2026-06-12T12:00:00Z,43.67
2026-06-12T13:00:00Z,43.671
2026-06-12T14:00:00Z,43.671
2026-06-12T15:00:00Z,43.671
2026-06-12T16:00:00Z,43.671
2026-06-12T17:00:00Z,43.671
2026-06-12T18:00:00Z,43.672
2026-06-12T19:00:00Z,43.674
2026-06-12T20:00:00Z,43.674
2026-06-12T21:00:00Z,43.675
2026-06-12T22:00:00Z,43.674
2026-06-12T23:00:00Z,43.674
2026-06-13T00:00:00Z,43.672
2026-06-13T01:00:00Z,43.671
2026-06-13T02:00:00Z,43.671
2026-06-13T03:00:00Z,43.67
2026-06-13T04:00:00Z,43.671
2026-06-13T05:00:00Z,43.676
2026-06-13T06:00:00Z,43.674
2026-06-13T07:00:00Z,43.676
2026-06-13T08:00:00Z,43.675
2026-06-13T09:00:00Z,43.674
2026-06-13T10:00:00Z,43.674
2026-06-13T11:00:00Z,43.676
2026-06-13T12:00:00Z,43.675
2026-06-13T13:00:00Z,43.678
2026-06-13T14:00:00Z,43.68
2026-06-13T15:00:00Z,43.681
2026-06-13T16:00:00Z,43.684
2026-06-13T17:00:00Z,43.688
2026-06-13T18:00:00Z,43.691
2026-06-13T19:00:00Z,43.697
2026-06-13T20:00:00Z,43.698
2026-06-13T21:00:00Z,43.698
2026-06-13T22:00:00Z,43.7
2026-06-13T23:00:00Z,43.7
2026-06-14T00:00:00Z,43.698
2026-06-14T01:00:00Z,43.698
2026-06-14T02:00:00Z,43.701
2026-06-14T03:00:00Z,43.701
2026-06-14T04:00:00Z,43.7
2026-06-14T05:00:00Z,43.703
2026-06-14T06:00:00Z,43.704
2026-06-14T07:00:00Z,43.705
2026-06-14T08:00:00Z,43.706
2026-06-14T09:00:00Z,43.704
2026-06-14T10:00:00Z,43.708
2026-06-14T11:00:00Z,43.707
2026-06-14T12:00:00Z,43.706
2026-06-14T13:00:00Z,43.708
2026-06-14T14:00:00Z,43.71
2026-06-14T15:00:00Z,43.713
2026-06-14T16:00:00Z,43.715
2026-06-14T17:00:00Z,43.719
2026-06-14T18:00:00Z,43.719
2026-06-14T19:00:00Z,43.722
2026-06-14T20:00:00Z,43.725
2026-06-14T21:00:00Z,43.724
2026-06-14T22:00:00Z,43.726
2026-06-14T23:00:00Z,43.724
2026-06-15T00:00:00Z,43.726
2026-06-15T01:00:00Z,43.721
2026-06-15T02:00:00Z,43.722
2026-06-15T03:00:00Z,43.725
2026-06-15T04:00:00Z,43.726
2026-06-15T05:00:00Z,43.727
2026-06-15T06:00:00Z,43.726
2026-06-15T07:00:00Z,43.727
2026-06-15T08:00:00Z,43.727
2026-06-15T09:00:00Z,43.726
2026-06-15T10:00:00Z,43.726
2026-06-15T11:00:00Z,43.726
2026-06-15T12:00:00Z,43.726
2026-06-15T13:00:00Z,43.725
2026-06-15T14:00:00Z,43.726
2026-06-15T15:00:00Z,43.725
2026-06-15T16:00:00Z,43.73
2026-06-15T17:00:00Z,43.725
2026-06-15T18:00:00Z,43.727
2026-06-15T19:00:00Z,43.729
2026-06-15T20:00:00Z,43.729
2026-06-15T21:00:00Z,43.728
2026-06-15T22:00:00Z,43.727
2026-06-15T23:00:00Z,43.723
2026-06-16T00:00:00Z,43.721
2026-06-16T01:00:00Z,43.72
2026-06-16T02:00:00Z,43.717
2026-06-16T03:00:00Z,43.715
2026-06-16T04:00:00Z,43.715
2026-06-16T05:00:00Z,43.71
2026-06-16T06:00:00Z,43.71
2026-06-16T07:00:00Z,43.708
2026-06-16T08:00:00Z,43.706
2026-06-16T09:00:00Z,43.701
2026-06-16T10:00:00Z,43.698
2026-06-16T11:00:00Z,43.694
2026-06-16T12:00:00Z,43.691
2026-06-16T13:00:00Z,43.688
2026-06-16T14:00:00Z,43.687
2026-06-16T15:00:00Z,43.683
2026-06-16T16:00:00Z,43.681
2026-06-16T17:00:00Z,43.678
2026-06-16T18:00:00Z,43.678
2026-06-16T19:00:00Z,43.677
2026-06-16T20:00:00Z,43.677
2026-06-16T21:00:00Z,43.675
2026-06-16T22:00:00Z,43.671
2026-06-16T23:00:00Z,43.67
2026-06-17T00:00:00Z,43.663
2026-06-17T01:00:00Z,43.663
2026-06-17T02:00:00Z,43.659
2026-06-17T03:00:00Z,43.658
2026-06-17T04:00:00Z,43.655
2026-06-17T05:00:00Z,43.655
2026-06-17T06:00:00Z,43.653
2026-06-17T07:00:00Z,43.653
2026-06-17T08:00:00Z,43.651
2026-06-17T09:00:00Z,43.65
2026-06-17T10:00:00Z,43.647
2026-06-17T11:00:00Z,43.647
2026-06-17T12:00:00Z,43.646
2026-06-17T13:00:00Z,43.644
2026-06-17T14:00:00Z,43.646
2026-06-17T15:00:00Z,43.645
2026-06-17T16:00:00Z,43.645
2026-06-17T17:00:00Z,43.646
2026-06-17T18:00:00Z,43.648
2026-06-17T19:00:00Z,43.649
2026-06-17T20:00:00Z,43.65
2026-06-17T21:00:00Z,43.649
2026-06-17T22:00:00Z,43.649
2026-06-17T23:00:00Z,43.648
2026-06-18T00:00:00Z,43.647
2026-06-18T01:00:00Z,43.648
2026-06-18T02:00:00Z,43.647
2026-06-18T03:00:00Z,43.648
2026-06-18T04:00:00Z,43.646
2026-06-18T05:00:00Z,43.648
2026-06-18T06:00:00Z,43.649
2026-06-18T07:00:00Z,43.651
2026-06-18T08:00:00Z,43.651
2026-06-18T09:00:00Z,43.652
2026-06-18T10:00:00Z,43.653
2026-06-18T11:00:00Z,43.655
2026-06-18T12:00:00Z,43.658
2026-06-18T13:00:00Z,43.657
2026-06-18T14:00:00Z,43.659
2026-06-18T15:00:00Z,43.661
2026-06-18T16:00:00Z,43.663
2026-06-18T17:00:00Z,43.666
2026-06-18T18:00:00Z,43.667
2026-06-18T19:00:00Z,43.668
2026-06-18T20:00:00Z,43.671
2026-06-18T21:00:00Z,43.669
2026-06-18T22:00:00Z,43.667
2026-06-18T23:00:00Z,43.667
2026-06-19T00:00:00Z,43.667
2026-06-19T01:00:00Z,43.665
2026-06-19T02:00:00Z,43.665
2026-06-19T03:00:00Z,43.666
2026-06-19T04:00:00Z,43.663
2026-06-19T05:00:00Z,43.663
2026-06-19T06:00:00Z,43.663
2026-06-19T07:00:00Z,43.663
2026-06-19T08:00:00Z,43.662
2026-06-19T09:00:00Z,43.661
2026-06-19T10:00:00Z,43.658
2026-06-19T11:00:00Z,43.657
2026-06-19T12:00:00Z,43.657
2026-06-19T13:00:00Z,43.655
2026-06-19T14:00:00Z,43.654
2026-06-19T15:00:00Z,43.653
2026-06-19T16:00:00Z,43.651
2026-06-19T17:00:00Z,43.651
2026-06-19T18:00:00Z,43.65
2026-06-19T19:00:00Z,43.65
2026-06-19T20:00:00Z,43.648
2026-06-19T21:00:00Z,43.647
2026-06-19T22:00:00Z,43.642
2026-06-19T23:00:00Z,43.639
2026-06-20T00:00:00Z,43.637
2026-06-20T01:00:00Z,43.631
2026-06-20T02:00:00Z,43.631
2026-06-20T03:00:00Z,43.631
2026-06-20T04:00:00Z,43.626
2026-06-20T05:00:00Z,43.625
2026-06-20T06:00:00Z,43.625
2026-06-20T07:00:00Z,43.622
2026-06-20T08:00:00Z,43.62
2026-06-20T09:00:00Z,43.617
2026-06-20T10:00:00Z,43.615
2026-06-20T11:00:00Z,43.611
2026-06-20T12:00:00Z,43.609
2026-06-20T13:00:00Z,43.607
2026-06-20T14:00:00Z,43.606
2026-06-20T15:00:00Z,43.605
2026-06-20T16:00:00Z,43.603
2026-06-20T17:00:00Z,43.602
2026-06-20T18:00:00Z,43.6
2026-06-20T19:00:00Z,43.6
2026-06-20T20:00:00Z,43.6
2026-06-20T21:00:00Z,43.6
2026-06-20T22:00:00Z,43.597
2026-06-20T23:00:00Z,43.593
2026-06-21T00:00:00Z,43.59
2026-06-21T01:00:00Z,43.588
2026-06-21T02:00:00Z,43.589
2026-06-21T03:00:00Z,43.588
2026-06-21T04:00:00Z,43.587
2026-06-21T05:00:00Z,43.587
2026-06-21T06:00:00Z,43.586
2026-06-21T07:00:00Z,43.583
2026-06-21T08:00:00Z,43.582
2026-06-21T09:00:00Z,43.578
2026-06-21T10:00:00Z,43.579
2026-06-21T11:00:00Z,43.577
2026-06-21T12:00:00Z,43.577
2026-06-21T13:00:00Z,43.577
2026-06-21T14:00:00Z,43.576
2026-06-21T15:00:00Z,43.578
2026-06-21T16:00:00Z,43.58
2026-06-21T17:00:00Z,43.583
2026-06-21T18:00:00Z,43.583
2026-06-21T19:00:00Z,43.583
2026-06-21T20:00:00Z,43.583
2026-06-21T21:00:00Z,43.584
2026-06-21T22:00:00Z,43.583
2026-06-21T23:00:00Z,43.578
2026-06-22T00:00:00Z,43.58
2026-06-22T01:00:00Z,43.577
2026-06-22T02:00:00Z,43.579
2026-06-22T03:00:00Z,43.577
2026-06-22T04:00:00Z,43.58
2026-06-22T05:00:00Z,43.58
2026-06-22T06:00:00Z,43.578
2026-06-22T07:00:00Z,43.578
2026-06-22T08:00:00Z,43.577
2026-06-22T09:00:00Z,43.578
2026-06-22T10:00:00Z,43.578
2026-06-22T11:00:00Z,43.576
2026-06-22T12:00:00Z,43.577
2026-06-22T13:00:00Z,43.577
2026-06-22T14:00:00Z,43.578
2026-06-22T15:00:00Z,43.58
2026-06-22T16:00:00Z,43.582
2026-06-22T17:00:00Z,43.584
2026-06-22T18:00:00Z,43.587
2026-06-22T19:00:00Z,43.588
2026-06-22T20:00:00Z,43.588
2026-06-22T21:00:00Z,43.59
2026-06-22T22:00:00Z,43.586
2026-06-22T23:00:00Z,43.584
2026-06-23T00:00:00Z,43.584
2026-06-23T01:00:00Z,43.584
2026-06-23T02:00:00Z,43.584
2026-06-23T03:00:00Z,43.584
2026-06-23T04:00:00Z,43.584
2026-06-23T05:00:00Z,43.583
2026-06-23T06:00:00Z,43.586
2026-06-23T07:00:00Z,43.585
2026-06-23T08:00:00Z,43.586
2026-06-23T09:00:00Z,43.585
2026-06-23T10:00:00Z,43.583
2026-06-23T11:00:00Z,43.584
2026-06-23T12:00:00Z,43.583
2026-06-23T13:00:00Z,43.582
2026-06-23T14:00:00Z,43.585
2026-06-23T15:00:00Z,43.584
2026-06-23T16:00:00Z,43.588
2026-06-23T17:00:00Z,43.591
2026-06-23T18:00:00Z,43.593
2026-06-23T19:00:00Z,43.592
2026-06-23T20:00:00Z,43.592
2026-06-23T21:00:00Z,43.592
2026-06-23T22:00:00Z,43.591
2026-06-23T23:00:00Z,43.589
2026-06-24T00:00:00Z,43.585
2026-06-24T01:00:00Z,43.585
2026-06-24T02:00:00Z,43.587
2026-06-24T03:00:00Z,43.585
2026-06-24T04:00:00Z,43.586
2026-06-24T05:00:00Z,43.586
2026-06-24T06:00:00Z,43.585
2026-06-24T07:00:00Z,43.584
2026-06-24T08:00:00Z,43.583
2026-06-24T09:00:00Z,43.581
2026-06-24T10:00:00Z,43.58
2026-06-24T11:00:00Z,43.578
2026-06-24T12:00:00Z,43.578
2026-06-24T13:00:00Z,43.58
2026-06-24T14:00:00Z,43.58
2026-06-24T15:00:00Z,43.581
2026-06-24T16:00:00Z,43.584
2026-06-24T17:00:00Z,43.587
2026-06-24T18:00:00Z,43.587
2026-06-24T19:00:00Z,43.589
2026-06-24T20:00:00Z,43.588
2026-06-24T21:00:00Z,43.584
2026-06-24T22:00:00Z,43.584
2026-06-24T23:00:00Z,43.583
2026-06-25T00:00:00Z,43.583
2026-06-25T01:00:00Z,43.583
2026-06-25T02:00:00Z,43.584
2026-06-25T03:00:00Z,43.587
2026-06-25T04:00:00Z,43.588
2026-06-25T05:00:00Z,43.592
2026-06-25T06:00:00Z,43.589
2026-06-25T07:00:00Z,43.592
2026-06-25T08:00:00Z,43.592
2026-06-25T09:00:00Z,43.592
2026-06-25T10:00:00Z,43.589
2026-06-25T11:00:00Z,43.594
2026-06-25T12:00:00Z,43.589
2026-06-25T13:00:00Z,43.592
2026-06-25T14:00:00Z,43.595
2026-06-25T15:00:00Z,43.597
2026-06-25T16:00:00Z,43.6
2026-06-25T17:00:00Z,43.6
2026-06-25T18:00:00Z,43.602
2026-06-25T19:00:00Z,43.604
2026-06-25T20:00:00Z,43.599
2026-06-25T21:00:00Z,43.592
2026-06-25T22:00:00Z,43.591
2026-06-25T23:00:00Z,43.585
2026-06-26T00:00:00Z,43.584
2026-06-26T01:00:00Z,43.58
2026-06-26T02:00:00Z,43.572
2026-06-26T03:00:00Z,43.571
2026-06-26T04:00:00Z,43.564
2026-06-26T05:00:00Z,43.562
2026-06-26T06:00:00Z,43.56
2026-06-26T07:00:00Z,43.559
2026-06-26T08:00:00Z,43.556
2026-06-26T09:00:00Z,43.551
2026-06-26T10:00:00Z,43.55
2026-06-26T11:00:00Z,43.546
2026-06-26T12:00:00Z,43.545
2026-06-26T13:00:00Z,43.544
2026-06-26T14:00:00Z,43.544
2026-06-26T15:00:00Z,43.546
2026-06-26T16:00:00Z,43.543
2026-06-26T17:00:00Z,43.547
2026-06-26T18:00:00Z,43.548
2026-06-26T19:00:00Z,43.55
2026-06-26T20:00:00Z,43.551
2026-06-26T21:00:00Z,43.55
2026-06-26T22:00:00Z,43.551
2026-06-26T23:00:00Z,43.548
2026-06-27T00:00:00Z,43.549
2026-06-27T01:00:00Z,43.547
2026-06-27T02:00:00Z,43.544
2026-06-27T03:00:00Z,43.545
2026-06-27T04:00:00Z,43.545
2026-06-27T05:00:00Z,43.546
2026-06-27T06:00:00Z,43.545
2026-06-27T07:00:00Z,43.543
2026-06-27T08:00:00Z,43.541
2026-06-27T09:00:00Z,43.539
2026-06-27T10:00:00Z,43.54
2026-06-27T11:00:00Z,43.54
2026-06-27T12:00:00Z,43.54
2026-06-27T13:00:00Z,43.542
2026-06-27T14:00:00Z,43.54
2026-06-27T15:00:00Z,43.542
2026-06-27T16:00:00Z,43.542
2026-06-27T17:00:00Z,43.542
2026-06-27T18:00:00Z,43.545
2026-06-27T19:00:00Z,43.544
2026-06-27T20:00:00Z,43.542
2026-06-27T21:00:00Z,43.54
2026-06-27T22:00:00Z,43.536
2026-06-27T23:00:00Z,43.533
2026-06-28T00:00:00Z,43.531
2026-06-28T01:00:00Z,43.528
2026-06-28T02:00:00Z,43.528
2026-06-28T03:00:00Z,43.524
2026-06-28T04:00:00Z,43.522
2026-06-28T05:00:00Z,43.518
2026-06-28T06:00:00Z,43.513
2026-06-28T07:00:00Z,43.51
2026-06-28T08:00:00Z,43.508
2026-06-28T09:00:00Z,43.509
2026-06-28T10:00:00Z,43.505
2026-06-28T11:00:00Z,43.501
2026-06-28T12:00:00Z,43.5
2026-06-28T13:00:00Z,43.5
2026-06-28T14:00:00Z,43.497
2026-06-28T15:00:00Z,43.497
2026-06-28T16:00:00Z,43.496
2026-06-28T17:00:00Z,43.493
2026-06-28T18:00:00Z,43.494
2026-06-28T19:00:00Z,43.49
2026-06-28T20:00:00Z,43.492
2026-06-28T21:00:00Z,43.489
2026-06-28T22:00:00Z,43.486
2026-06-28T23:00:00Z,43.482
2026-06-29T00:00:00Z,43.476
2026-06-29T01:00:00Z,43.474
2026-06-29T02:00:00Z,43.471
2026-06-29T03:00:00Z,43.469
2026-06-29T04:00:00Z,43.462
2026-06-29T05:00:00Z,43.461
2026-06-29T06:00:00Z,43.461
2026-06-29T07:00:00Z,43.46
2026-06-29T08:00:00Z,43.455
2026-06-29T09:00:00Z,43.453
2026-06-29T10:00:00Z,43.454
2026-06-29T11:00:00Z,43.451
2026-06-29T12:00:00Z,43.453
2026-06-29T13:00:00Z,43.45
2026-06-29T14:00:00Z,43.453
2026-06-29T15:00:00Z,43.456
2026-06-29T16:00:00Z,43.456
2026-06-29T17:00:00Z,43.46
2026-06-29T18:00:00Z,43.461
2026-06-29T19:00:00Z,43.465
2026-06-29T20:00:00Z,43.467
2026-06-29T21:00:00Z,43.469
2026-06-29T22:00:00Z,43.469
2026-06-29T23:00:00Z,43.468
2026-06-30T00:00:00Z,43.469
2026-06-30T01:00:00Z,43.47
2026-06-30T02:00:00Z,43.47
2026-06-30T03:00:00Z,43.472
2026-06-30T04:00:00Z,43.474
2026-06-30T05:00:00Z,43.473
2026-06-30T06:00:00Z,43.476
2026-06-30T07:00:00Z,43.474
2026-06-30T08:00:00Z,43.476
2026-06-30T09:00:00Z,43.473
2026-06-30T10:00:00Z,43.477
2026-06-30T11:00:00Z,43.477
2026-06-30T12:00:00Z,43.48
2026-06-30T13:00:00Z,43.479
2026-06-30T14:00:00Z,43.483
2026-06-30T15:00:00Z,43.484
2026-06-30T16:00:00Z,43.485
2026-06-30T17:00:00Z,43.488
2026-06-30T18:00:00Z,43.489
2026-06-30T19:00:00Z,43.489
2026-06-30T20:00:00Z,43.487
2026-06-30T21:00:00Z,43.485
2026-06-30T22:00:00Z,43.483
2026-06-30T23:00:00Z,43.482
